"","PFC Pain Med Ind","PFC Dep Med Ind","NRMSE GS Ind","NRMSE SLB Ind","PFC Pain Med No Ind","PFC Dep Med No Ind","NRMSE GS No Ind","NRMSE SLB No Ind","AUC Ind","AUC No Ind","AUC CCA","Miss Overall","Sing Ind","Sing Noind","Sing CCA"
"1",0.633858267716535,0.612244897959184,1.40585804773458,0.946541130442654,0.637795275590551,0.657142857142857,1.74131608497745,0.856230581514974,0.768241938833326,0.764314227186841,0.739736956928255,0.5456,0,0,0
"2",0.607438016528926,0.612765957446809,0.976194873510295,1.35355262096433,0.59504132231405,0.604255319148936,1.11345119164988,1.1789717036264,0.794293057939006,0.798712808555283,0.830822475570033,0.5496,0,0,0
"3",0.623188405797101,0.612903225806452,1.5878287771814,1.21659577690913,0.652173913043478,0.617511520737327,1.6950204206687,1.21192014954572,0.787447192485952,0.78136407448423,0.806333504624872,0.5088,0,0,0
"4",0.704166666666667,0.665271966527197,1.90082338015015,1.34395600197157,0.55,0.669456066945607,0.962603451490148,1.11175518829399,0.763636270218057,0.763094210493865,0.753892306523886,0.5416,0,0,0
"5",0.607142857142857,0.584415584415584,2.69034534322834,1.54073590957071,0.6875,0.632034632034632,1.04307369072823,1.1594519807973,0.798571725395738,0.797630315949323,0.781249600143309,0.5472,0,0,0
"6",0.609442060085837,0.668202764976959,2.00370866805924,1.6805116375559,0.618025751072961,0.645161290322581,1.14161743621164,1.21225706819332,0.773652099777515,0.774466254810043,0.748358430590037,0.5272,0,0,0
"7",0.629955947136564,0.60337552742616,1.06425060362596,1.27482300284182,0.54625550660793,0.658227848101266,1.02556285513023,1.35583949514625,0.77315329708293,0.769873294822631,0.733355842336935,0.5408,0,0,0
"8",0.611353711790393,0.588744588744589,1.34842795004872,1.09116340812563,0.615720524017467,0.645021645021645,1.41995160990541,1.12717855192173,0.710146710231277,0.708419501569607,0.737070888625441,0.5456,0,0,0
"9",0.559055118110236,0.594017094017094,1.13186761096263,1.09726381895773,0.590551181102362,0.632478632478632,0.962238843650774,1.40432911825417,0.671940936427778,0.67075255013263,0.718805970149254,0.544,0,0,0
"10",0.656779661016949,0.637931034482759,1.97360674366822,1.36220878578431,0.601694915254237,0.637931034482759,0.94114776775278,0.887623936507123,0.711166646098153,0.707551729812004,0.68234746157429,0.5312,0,0,1
"11",0.632034632034632,0.626609442060086,1.86524999343609,1.06751628749997,0.606060606060606,0.605150214592275,1.30821808898445,1.05215245516521,0.737193473050212,0.740087169401594,0.694138785625774,0.5448,0,0,1
"12",0.620253164556962,0.651639344262295,1.42118403397676,1.41421440743114,0.641350210970464,0.663934426229508,0.909475906845843,1.07553702572514,0.768874798005537,0.772104148473293,0.783441145143273,0.556,0,0,0
"13",0.620535714285714,0.63,1.59581569709909,1.28146531557621,0.580357142857143,0.575,1.31771938071049,1.11395806934084,0.7420373360894,0.748393514630838,0.81852579741574,0.512,0,0,0
"14",0.677272727272727,0.523364485981308,1.4294812540265,1.30476925179354,0.65,0.602803738317757,1.24340314253654,1.18572792331067,0.713588008732905,0.710686480474543,0.754159049885605,0.5168,0,0,0
"15",0.59,0.615062761506276,2.18878683658865,1.09053639402491,0.615,0.623430962343096,1.465124913706,0.992878633046726,0.722931144046082,0.717975524260501,0.736261348271199,0.5344,0,0,0
"16",0.694063926940639,0.586363636363636,1.3989255318462,1.59286983674272,0.634703196347032,0.540909090909091,1.32754299227329,1.31748108617061,0.762702875267754,0.766363898500577,0.687746031746032,0.5152,0,0,0
"17",0.662280701754386,0.599137931034483,1.59236844293596,1.24793041113728,0.609649122807018,0.637931034482759,1.68078344008305,1.1681213422079,0.802703105411349,0.806374211315946,0.799605496745348,0.5504,0,0,0
"18",0.600858369098712,0.66403162055336,0.964450457044388,1.15840137312261,0.643776824034335,0.620553359683794,1.26748292023096,1.41470240889836,0.789774662531596,0.790788796381898,0.792059952287107,0.5528,0,0,0
