"","PFC Pain Med Ind","PFC Dep Med Ind","NRMSE GS Ind","NRMSE SLB Ind","PFC Pain Med No Ind","PFC Dep Med No Ind","NRMSE GS No Ind","NRMSE SLB No Ind","AUC Ind","AUC No Ind","AUC CCA","Miss Overall","Sing Ind","Sing Noind","Sing CCA"
"1",0.473684210526316,0.511737089201878,1.36925698642341,0.867916276241592,0.441295546558704,0.47887323943662,0.934000285101093,0.924856748217208,0.739391544231604,0.724952472465026,0.698340333369231,0.536,0,0,1
"2",0.472222222222222,0.477064220183486,1.88312615888862,0.914705784573543,0.5,0.44954128440367,0.908576336832462,0.844233215588215,0.777893938248399,0.776415716598578,0.829019867974793,0.5104,0,0,0
"3",0.52112676056338,0.474654377880184,1.22138914877782,0.935290980238645,0.431924882629108,0.470046082949309,1.4904049802276,0.847228779147366,0.786718840207839,0.781186734235679,0.703171641791045,0.5272,0,0,0
"4",0.426086956521739,0.469565217391304,1.43219167809457,0.883522141944795,0.434782608695652,0.452173913043478,0.899074875037038,0.816353419145199,0.744539936355793,0.741979831493898,0.716799854290463,0.516,0,0,0
"5",0.476415094339623,0.47196261682243,1.31948700272031,1.04007603122691,0.495283018867925,0.495327102803738,1.32156599566165,1.03931551568879,0.795878901040277,0.784129614050926,0.79878720419261,0.5264,0,0,0
"6",0.469298245614035,0.504032258064516,1.79983447189312,1.07191792146254,0.478070175438596,0.487903225806452,1.06388168204626,0.968540130692108,0.797623615513969,0.785020640140502,0.742177606888771,0.524,0,0,0
"7",0.459227467811159,0.409090909090909,1.24687369757853,0.886529499045382,0.44206008583691,0.479338842975207,1.42724184932923,0.820943692846089,0.815982051282051,0.814471794871795,0.843715277777778,0.52,0,0,0
"8",0.436018957345972,0.441666666666667,1.84024050265288,0.846790306568787,0.42654028436019,0.495833333333333,0.814096814761359,0.990836641345364,0.776588114754098,0.773465676229508,0.696994841892801,0.5176,0,0,0
"9",0.473214285714286,0.471204188481675,1.26074905537899,0.983619123769471,0.450892857142857,0.471204188481675,1.0598440027859,0.864746245954252,0.721899044907894,0.711584875301689,0.687110462101732,0.5072,0,0,0
"10",0.47136563876652,0.46,1.84479467132802,0.995601050280741,0.484581497797357,0.53,0.871917978693558,0.76164406023486,0.757002525817036,0.746817033719529,0.709512987012987,0.512,0,0,0
"11",0.452488687782805,0.469565217391304,1.29887305807843,1.03891105555893,0.461538461538462,0.473913043478261,1.138251557485,0.920907475198727,0.794928817607829,0.794946835208451,0.797705618355053,0.5352,0,0,0
"12",0.48207171314741,0.484581497797357,1.30837019513538,0.902704660747606,0.458167330677291,0.462555066079295,0.686417909684321,0.874694901232629,0.723722125827389,0.710170297538719,0.714525717239597,0.512,0,0,0
"13",0.502369668246445,0.460176991150442,1.79086936411925,0.962532367174848,0.530805687203792,0.473451327433628,0.938480904510744,0.879140483484242,0.774629307568438,0.767992270531401,0.70176267281106,0.528,0,0,1
"14",0.41304347826087,0.401785714285714,1.54686812122544,0.982268659523922,0.473913043478261,0.428571428571429,1.1706377939072,0.935918558210612,0.791248075231682,0.782442501979577,0.856561668732923,0.5344,0,0,0
"15",0.469767441860465,0.478991596638655,1.23346146797353,0.986729959973509,0.441860465116279,0.516806722689076,1.1832765815015,0.79807481254359,0.796104688108562,0.788971055490642,0.734897496951042,0.5264,0,0,0
"16",0.423963133640553,0.442553191489362,1.69166899563026,1.07983801826745,0.456221198156682,0.451063829787234,1.1123104205413,0.886090815447485,0.746497080472059,0.735289279986842,0.72123043120022,0.524,0,0,0
"17",0.52112676056338,0.420814479638009,1.55508693291048,0.790682524077326,0.408450704225352,0.475113122171946,1.06212940529471,0.847838551800248,0.769391237410995,0.763248444415934,0.745049981805339,0.508,0,0,0
"18",0.470046082949309,0.387931034482759,1.81054714120279,0.912834200089371,0.516129032258065,0.448275862068966,1.03672658022583,0.793010722191902,0.720172228645888,0.7083263588629,0.827899643397564,0.5072,0,0,0
"19",0.436123348017621,0.484978540772532,1.14825305207815,0.859968270867357,0.444933920704846,0.416309012875536,1.23710953373176,0.863919204278187,0.774978486692483,0.77086022496773,0.792025275084432,0.5128,0,0,0
"20",0.5,0.417040358744395,1.76384927204175,1.03293712089629,0.4875,0.461883408071749,0.970299863939495,0.830072803898743,0.789637027078932,0.770283592599705,0.705413594009032,0.5184,0,0,1
"21",0.44672131147541,0.477678571428571,1.35258559747071,1.15172406016481,0.491803278688525,0.46875,1.18196524318485,0.96702110945639,0.790423918168214,0.778339790500789,0.709963985594238,0.5216,0,0,0
"22",0.461538461538462,0.42,1.61351245281839,0.967929130687515,0.5,0.4,0.789123787167556,0.938597022524269,0.745814777366995,0.732302689296584,0.765734484484484,0.5032,0,0,0
"23",0.445945945945946,0.491150442477876,1.20579925432094,0.976344072676291,0.486486486486487,0.464601769911504,1.02932380307089,0.847986537242438,0.76680145603564,0.760538019139573,0.678988644206036,0.5456,0,0,1
